id,source_id,school,mascot,abbreviation,display_name,short_display_name,primary_color,secondary_color,current_venue_id,current_venue,current_city,current_state,conference_id,conference
123,314,Iona,Gaels,IONA,Iona Gaels,Iona,6f2c3e,f0ab00,341,Hynes Athletics Center,New Rochelle,NY,16,MAAC
58,171,Columbia,Lions,COLU,Columbia Lions,Columbia,174785,004b85,297,Levien Gymnasium,New York,NY,15,Ivy
37,2239,Cal State Fullerton,Titans,CSUF,Cal State Fullerton Titans,Fullerton,003767,ff8300,374,Titan Gym,Fullerton,CA,11,Big West
62,159,Dartmouth,Big Green,DART,Dartmouth Big Green,Dartmouth,005730,000000,70,Leede Arena,Hanover,NH,15,Ivy
69,2174,Detroit Mercy,Titans,DETM,Detroit Mercy Titans,Detroit Mercy,165b9e,d31733,47,Calihan Hall,Detroit,MI,14,Horizon
91,2230,Fordham,Rams,FOR,Fordham Rams,Fordham,830032,909090,340,Rose Hill Gym,Bronx,NY,1,A-10
245,164,Rutgers,Scarlet Knights,RUTG,Rutgers Scarlet Knights,Rutgers,d21034,ffffff,213,Jersey Mike’s Arena,Piscataway,NJ,10,Big Ten
275,2572,Southern Miss,Golden Eagles,USM,Southern Miss Golden Eagles,Southern Miss,FFAA3C,ffc423,130,Reed Green Coliseum,Hattiesburg,MS,29,Sun Belt
297,326,Texas State,Bobcats,TXST,Texas State Bobcats,Texas St,4e1719,b4975a,128,Strahan Arena at the University Events Center,San Marcos,TX,29,Sun Belt
111,107,Holy Cross,Crusaders,HC,Holy Cross Crusaders,Holy Cross,0a0a0a,080808,378,Hart Center,Worcester,MA,23,Patriot
216,194,Ohio State,Buckeyes,OSU,Ohio State Buckeyes,Ohio State,ce1141,505056,324,Schottenstein Center,Columbus,OH,10,Big Ten
261,2541,Santa Clara,Broncos,SCU,Santa Clara Broncos,Santa Clara,690b0b,101010,352,Leavey Center,Santa Clara,CA,31,WCC
289,218,Temple,Owls,TEM,Temple Owls,Temple,A80532,a7a9ac,31,Liacouras Center,Philadelphia,PA,5,American
112,2277,Houston Christian,Huskies,HCU,Houston Christian Huskies,Hou Christian,00539c,,138,Sharp Gymnasium,Houston,TX,27,Southland
2,2005,Air Force,Falcons,AFA,Air Force Falcons,Air Force,004a7b,ffffff,179,Clune Arena,Colorado Springs,CO,20,Mountain West
133,338,Kennesaw State,Owls,KENN,Kennesaw State Owls,Kennesaw St,fdbb30,000000,199,KSU Convocation Center,Kennesaw,GA,13,CUSA
94,2241,Gardner-Webb,Runnin' Bulldogs,GWEB,Gardner-Webb Runnin' Bulldogs,Gardner-Webb,c12535,909090,363,Paul Porter Arena,Boiling Springs,NC,9,Big South
106,2261,Hampton,Pirates,HAMP,Hampton Pirates,Hampton,0067AC,,52,Convocation Center (VA),Hampton,VA,12,CAA
279,2599,St. John's,Red Storm,SJU,St. John's Red Storm,St John's,d10000,101010,38,Carnesecca Arena,Queens,NY,7,Big East
134,2309,Kent State,Golden Flashes,KENT,Kent State Golden Flashes,Kent State,003976,efab00,277,M.A.C. Center,Kent,OH,17,MAC
182,2415,Morgan State,Bears,MORG,Morgan State Bears,Morgan St,014786,f47937,54,Hill Field House,Baltimore,MD,18,MEAC
184,93,Murray State,Racers,MUR,Murray State Racers,Murray St,002148,000e00,112,CFSB Center,Murray,KY,19,MVC
206,2464,Northern Arizona,Lumberjacks,NAU,Northern Arizona Lumberjacks,N Arizona,003976,1b3069,438,J. Lawrence Walkup Skydome,Flagstaff,AZ,8,Big Sky
191,167,New Mexico,Lobos,UNM,New Mexico Lobos,New Mexico,000000,231f20,169,The Pit,Albuquerque,NM,20,Mountain West
229,221,Pittsburgh,Panthers,PITT,Pittsburgh Panthers,Pitt,003263,231f20,79,Petersen Events Center,Pittsburgh,PA,2,ACC
232,2504,Prairie View A&M,Panthers,PV,Prairie View A&M Panthers,Prairie View,4d0960,,56,William Nicks Building,Prairie View,TX,25,SWAC
25,68,Boise State,Broncos,BOIS,Boise State Broncos,Boise St,0033a0,fa4616,234,ExtraMile Arena,Boise,ID,20,Mountain West
150,97,Louisville,Cardinals,LOU,Louisville Cardinals,Louisville,c9001f,000000,90,KFC Yum! Center,Louisville,KY,2,ACC
34,2086,Butler,Bulldogs,BUT,Butler Bulldogs,Butler,0d1361,00a3e0,40,Hinkle Fieldhouse,Indianapolis,IN,7,Big East
13,2032,Arkansas State,Red Wolves,ARST,Arkansas State Red Wolves,Arkansas St,e81018,000000,131,First National Bank Arena,Jonesboro,AR,29,Sun Belt
30,225,Brown,Bears,BRWN,Brown Bears,Brown,411e09,949300,319,Pizzitola Sports Center,Providence,RI,15,Ivy
42,2099,Canisius,Golden Griffins,CAN,Canisius Golden Griffins,Canisius,004a81,dda50f,302,Koessler Athletic Center,Buffalo,NY,16,MAAC
143,288,Lipscomb,Bisons,LIP,Lipscomb Bisons,Lipscomb,20366C,f6b734,305,Allen Arena,Nashville,TN,3,ASUN
64,2168,Dayton,Flyers,DAY,Dayton Flyers,Dayton,004B8D,ffffff,76,UD Arena,Dayton,OH,1,A-10
246,2545,SE Louisiana,Lions,SELA,SE Louisiana Lions,SE Louisiana,215732,ffc72c,161,Pride Roofing University Center,Hammond,LA,27,Southland
271,58,South Florida,Bulls,USF,South Florida Bulls,South Florida,004A36,231f20,337,Yuengling Center,Tampa,FL,5,American
277,179,St. Bonaventure,Bonnies,SBU,St. Bonaventure Bonnies,St Bonaventure,70261D,,73,Reilly Center,Saint Bonaventure,NY,1,A-10
292,2633,Tennessee,Volunteers,TENN,Tennessee Volunteers,Tennessee,ff8200,58595b,9,Food City Center,Knoxville,TN,24,SEC
233,2506,Presbyterian,Blue Hose,PRES,Presbyterian Blue Hose,Presbyterian,194896,990134,221,Templeton Center,Clinton,SC,9,Big South
298,2641,Texas Tech,Red Raiders,TTU,Texas Tech Red Raiders,Texas Tech,000000,da291c,201,United Supermarkets Arena,Lubbock,TX,6,Big 12
303,2655,Tulane,Green Wave,TULN,Tulane Green Wave,Tulane,006547,468ac9,102,Devlin Fieldhouse,New Orleans,LA,5,American
304,202,Tulsa,Golden Hurricane,TLSA,Tulsa Golden Hurricane,Tulsa,003595,d0b787,115,Reynolds Center,Tulsa,OK,5,American
333,2670,VCU,Rams,VCU,VCU Rams,VCU,ffaf00,000000,92,Siegel Center,Richmond,VA,1,A-10
344,265,Washington State,Cougars,WSU,Washington State Cougars,Washington St,981e32,ffffff,193,Beasley Coliseum,Pullman,WA,31,WCC
358,2751,Wyoming,Cowboys,WYO,Wyoming Cowboys,Wyoming,492f24,ffc425,177,Arena-Auditorium,Laramie,WY,20,Mountain West
361,2754,Youngstown State,Penguins,YSU,Youngstown State Penguins,Youngstown St,E51935,690717,196,Beeghly Center,Youngstown,OH,14,Horizon
110,2275,Hofstra,Pride,HOF,Hofstra Pride,Hofstra,00337c,f6c934,27,David S. Mack Sports and Exhibition Complex,Hempstead,NY,12,CAA
316,2433,UL Monroe,Warhawks,ULM,UL Monroe Warhawks,UL Monroe,231F20,b18445,157,Fant-Ewing Coliseum,Monroe,LA,29,Sun Belt
155,2363,Manhattan,Jaspers,MAN,Manhattan Jaspers,Manhattan,4f8537,b5b7ba,335,Draddy Gymnasium,Riverdale,NY,16,MAAC
159,2379,Maryland Eastern Shore,Hawks,UMES,Maryland Eastern Shore Hawks,MD Eastern,5c2301,b5b7ba,303,Hytche Center,Princess Anne,MD,18,MEAC
180,147,Montana State,Bobcats,MTST,Montana State Bobcats,Montana St,00205c,bc955c,330,Worthington Arena,Bozeman,MT,8,Big Sky
198,2448,North Carolina A&T,Aggies,NCAT,North Carolina A&T Aggies,NC A&T,0505aa,004684,41,Corbett Sports Center,Greensboro,NC,12,CAA
195,2447,Nicholls,Colonels,NICH,Nicholls Colonels,Nicholls,C41230,f0f0f0,280,David R. Stopher Gymnasium,Thibodaux,LA,27,Southland
268,2908,South Carolina Upstate,Spartans,UPST,South Carolina Upstate Spartans,SC Upstate,008545,000000,223,G.B. Hodge Center,Spartanburg,SC,9,Big South
177,142,Missouri,Tigers,MIZ,Missouri Tigers,Missouri,f1b82d,000000,286,Mizzou Arena,Columbia,MO,24,SEC
7,2016,Alcorn State,Braves,ALCN,Alcorn State Braves,Alcorn St,4b0058,46166a,440,Davey L. Whitney Complex,Lorman,MS,25,SWAC
23,2065,Bethune-Cookman,Wildcats,BCU,Bethune-Cookman Wildcats,Bethune,7b1831,e9aa12,368,Moore Gymnasium (FL),Daytona Beach,FL,25,SWAC
70,2181,Drake,Bulldogs,DRKE,Drake Bulldogs,Drake,005596,bec0c2,95,Knapp Center,Des Moines,IA,19,MVC
84,161,Fairleigh Dickinson,Knights,FDU,Fairleigh Dickinson Knights,Fair Dickinson,72293c,28334a,253,Bogota Savings Bank Center,Hackensack,NJ,21,NEC
267,2569,South Carolina State,Bulldogs,SCST,South Carolina State Bulldogs,SC State,7d1315,104897,43,Smith-Hammond-Middleton Memorial Center,Orangeburg,SC,18,MEAC
249,16,Sacramento State,Hornets,SAC,Sacramento State Hornets,Sacramento St,00573C,cdb97d,206,The Nest,Sacramento,CA,8,Big Sky
282,2617,Stephen F. Austin,Lumberjacks,SFA,Stephen F. Austin Lumberjacks,SF Austin,393996,bec0c2,154,William R. Johnson Coliseum,Nacogdoches,TX,27,Southland
283,56,Stetson,Hatters,STET,Stetson Hatters,Stetson,0a5640,56854e,83,Edmunds Center,DeLand,FL,3,ASUN
199,2428,North Carolina Central,Eagles,NCCU,North Carolina Central Eagles,NC Central,880023,c2c3c0,266,McDougald-McLendon Arena,Durham,NC,18,MEAC
309,27,UC Riverside,Highlanders,UCR,UC Riverside Highlanders,UC Riverside,14234F,,358,SRC Arena,Riverside,CA,11,Big West
322,2439,UNLV,Rebels,UNLV,UNLV Rebels,UNLV,b10202,ffffff,194,Thomas & Mack Center,Las Vegas,NV,20,Mountain West
336,238,Vanderbilt,Commodores,VAN,Vanderbilt Commodores,Vanderbilt,000000,231f20,119,Memorial Gymnasium (TN),Nashville,TN,24,SEC
341,2681,Wagner,Seahawks,WAG,Wagner Seahawks,Wagner,00483A,ffffff,294,Spiro Sports Center,Staten Island,NY,21,NEC
352,2724,Wichita State,Shockers,WICH,Wichita State Shockers,Wichita St,0d0a03,ffc41e,308,Charles Koch Arena,Wichita,KS,5,American
45,2117,Central Michigan,Chippewas,CMU,Central Michigan Chippewas,C Michigan,6a0032,ffc82e,256,McGuirk Arena,Mount Pleasant,MI,17,MAC
98,61,Georgia,Bulldogs,UGA,Georgia Bulldogs,Georgia,ba0c2f,ffffff,110,Stegeman Coliseum,Athens,GA,24,SEC
99,290,Georgia Southern,Eagles,GASO,Georgia Southern Eagles,GA Southern,003775,f0f0f0,67,Hanner Fieldhouse,Statesboro,GA,29,Sun Belt
208,2459,Northern Illinois,Huskies,NIU,Northern Illinois Huskies,N Illinois,F1122C,cc0000,255,NIU Convocation Center,Dekalb,IL,17,MAC
332,3084,Utah Valley,Wolverines,UVU,Utah Valley Wolverines,Utah Valley,004812,e1c736,116,UCCU Center,Orem,UT,30,WAC
121,84,Indiana,Hoosiers,IU,Indiana Hoosiers,Indiana,990000,edebeb,212,Simon Skjodt Assembly Hall,Bloomington,IN,10,Big Ten
152,2352,Loyola Maryland,Greyhounds,L-MD,Loyola Maryland Greyhounds,Loyola MD,76a7a0,c9cbca,61,Reitz Arena,Baltimore,MD,23,Patriot
173,135,Minnesota,Golden Gophers,MINN,Minnesota Golden Gophers,Minnesota,5e0a2f,fab41c,231,Williams Arena,Minneapolis,MN,10,Big Ten
174,344,Mississippi State,Bulldogs,MSST,Mississippi State Bulldogs,Mississippi St,5d1725,c1c6c8,109,Humphrey Coliseum,Starkville,MS,24,SEC
22,2057,Belmont,Bruins,BEL,Belmont Bruins,Belmont,182142,c9262d,101,Curb Event Center Arena,Nashville,TN,19,MVC
88,526,Florida Gulf Coast,Eagles,FGCU,Florida Gulf Coast Eagles,FGCU,00885a,076c3b,346,Alico Arena,Fort Myers,FL,3,ASUN
14,2029,Arkansas-Pine Bluff,Golden Lions,UAPB,Arkansas-Pine Bluff Golden Lions,AR-Pine Bluff,e0aa0f,eaaa00,229,H.O. Clemmons Arena,Pine Bluff,AR,25,SWAC
33,2084,Buffalo,Bulls,BUF,Buffalo Bulls,Buffalo,041A9B,ebebeb,284,Alumni Arena,Buffalo,NY,17,MAC
18,252,BYU,Cougars,BYU,BYU Cougars,BYU,003da5,ffffff,204,Marriott Center,Provo,UT,6,Big 12
79,2199,Eastern Michigan,Eagles,EMU,Eastern Michigan Eagles,E Michigan,00331b,f0f0f0,265,Gervin GameAbove Center,Ypsilanti,MI,17,MAC
86,2226,Florida Atlantic,Owls,FAU,Florida Atlantic Owls,FAU,00447c,d31245,276,Eleanor R. Baldwin Arena,Boca Raton,FL,5,American
257,21,San Diego State,Aztecs,SDSU,San Diego State Aztecs,San Diego St,c41230,000000,238,Viejas Arena,San Diego,CA,20,Mountain West
36,2934,Cal State Bakersfield,Roadrunners,CSUB,Cal State Bakersfield Roadrunners,Bakersfield,003BAB,,243,Icardo Center,Bakersfield,CA,11,Big West
290,2634,Tennessee State,Tigers,TNST,Tennessee State Tigers,Tennessee St,171796,f0f0f0,155,Gentry Center,Nashville,TN,22,OVC
293,245,Texas A&M,Aggies,TA&M,Texas A&M Aggies,Texas A&M,500000,ffffff,262,Reed Arena,College Station,TX,24,SEC
328,2636,UTSA,Roadrunners,UTSA,UTSA Roadrunners,UTSA,002A5C,f47321,137,UTSA Convocation Center,San Antonio,TX,5,American
300,2649,Toledo,Rockets,TOL,Toledo Rockets,Toledo,0a2240,ffcd00,345,Savage Arena,Toledo,OH,17,MAC
327,2638,UTEP,Miners,UTEP,UTEP Miners,UTEP,ff8200,041e42,166,Don Haskins Center,El Paso,TX,13,CUSA
337,261,Vermont,Catamounts,UVM,Vermont Catamounts,Vermont,154734,ffc72c,376,Patrick Gymnasium,Burlington,VT,4,Am. East
340,259,Virginia Tech,Hokies,VT,Virginia Tech Hokies,Virginia Tech,630031,cf4520,151,Cassell Coliseum,Blacksburg,VA,2,ACC
342,154,Wake Forest,Demon Deacons,WAKE,Wake Forest Demon Deacons,Wake Forest,000000,ceb888,153,LJVM Coliseum,Winston-Salem,NC,2,ACC
203,2454,North Florida,Ospreys,UNF,North Florida Ospreys,North Florida,004B8D,babcbe,257,UNF Arena,Jacksonville,FL,3,ASUN
96,45,George Washington,Revolutionaries,GW,George Washington Revolutionaries,G Washington,002843,e8d2a1,136,Charles E. Smith Center,Washington,DC,1,A-10
113,248,Houston,Cougars,HOU,Houston Cougars,Houston,c92a39,ffffff,3,Fertitta Center,Houston,TX,6,Big 12
118,356,Illinois,Fighting Illini,ILL,Illinois Fighting Illini,Illinois,ff5f05,13294b,149,State Farm Center,Champaign,IL,10,Big Ten
329,328,Utah State,Aggies,USU,Utah State Aggies,Utah State,00263a,949ca1,235,Dee Glen Smith Spectrum,Logan,UT,20,Mountain West
128,55,Jacksonville State,Gamecocks,JVST,Jacksonville State Gamecocks,Jax State,b50500,b5b7ba,23,Pete Mathews Coliseum,Jacksonville,AL,13,CUSA
132,2306,Kansas State,Wildcats,KSU,Kansas State Wildcats,Kansas St,3c0969,e2e3e4,202,Bramlage Coliseum,Manhattan,KS,6,Big 12
138,322,Lafayette,Leopards,LAF,Lafayette Leopards,Lafayette,790000,a59474,338,Kirby Sports Center,Easton,PA,23,Patriot
160,120,Maryland,Terrapins,MD,Maryland Terrapins,Maryland,D5002B,ffcd00,86,XFINITY Center,College Park,MD,10,Big Ten
167,193,Miami (OH),RedHawks,M-OH,Miami (OH) RedHawks,Miami OH,a4000c,f0f0f0,295,Millett Hall,Oxford,OH,17,MAC
215,195,Ohio,Bobcats,OHIO,Ohio Bobcats,Ohio,295A29,e4bb85,309,Convocation Center (OH),Athens,OH,17,MAC
230,2501,Portland,Pilots,PORT,Portland Pilots,Portland,330072,a8b3ba,237,Chiles Center,Portland,OR,31,WCC
9,2026,App State,Mountaineers,APP,App State Mountaineers,App State,000000,ffcd00,36,Holmes Convocation Center,Boone,NC,29,Sun Belt
77,2197,Eastern Illinois,Panthers,EIU,Eastern Illinois Panthers,E Illinois,000000,bebab9,230,Groniger Arena,Charleston,IL,22,OVC
146,112358,Long Island University,Sharks,LIU,Long Island University Sharks,Long Island,50c9f7,ffbf00,293,Steinberg Wellness Center,Brooklyn,NY,21,NEC
141,2329,Lehigh,Mountain Hawks,LEH,Lehigh Mountain Hawks,Lehigh,6c2b2a,b69e70,382,Stabler Arena,Bethlehem,PA,23,Patriot
12,8,Arkansas,Razorbacks,ARK,Arkansas Razorbacks,Arkansas,a41f35,ffffff,211,Bud Walton Arena,Fayetteville,AR,24,SEC
53,325,Cleveland State,Vikings,CLE,Cleveland State Vikings,Cleveland St,006633,231f20,217,Wolstein Center,Cleveland,OH,14,Horizon
44,2115,Central Connecticut,Blue Devils,CCSU,Central Connecticut Blue Devils,C Connecticut,1B49A2,d1d5d8,326,Detrick Gymnasium,New Britain,CT,21,NEC
49,236,Chattanooga,Mocs,UTC,Chattanooga Mocs,Chattanooga,00386b,dca71d,355,McKenzie Arena,Chattanooga,TN,26,SoCon
278,2598,St. Francis (PA),Red Flash,SFPA,St. Francis (PA) Red Flash,St Francis PA,a20012,,381,DeGol Arena,Loretto,PA,21,NEC
251,2603,Saint Joseph's,Hawks,JOES,Saint Joseph's Hawks,Saint Joseph's,C2071B,101010,93,Michael J. Hagan '85 Arena,Philadelphia,PA,1,A-10
291,2635,Tennessee Tech,Golden Eagles,TNTC,Tennessee Tech Golden Eagles,Tennessee Tech,5A4099,ffde00,258,Hooper Eblen Center,Cookeville,TN,22,OVC
326,292,UT Rio Grande Valley,Vaqueros,RGV,UT Rio Grande Valley Vaqueros,UT Rio Grande,dc6000,e1732d,322,UTRGV Fieldhouse,Edinburg,TX,27,Southland
